,Unnamed: 0,video_ids,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,commentCount,duration,definition,caption,publishedAt_date,publishedAt_day,tags_count
10,10,jDF-N3A60DE,CrashCourse,Deep Time: Crash Course Astronomy #45,"As we approach the end of Crash Course Astronomy, itâ€™s time now to acknowledge that our Universeâ€™s days are numbered. Stars will die out after a few trillion years, protons will decay and matter will dissolve after a thousand trillion trillion trillion years, black holes will evaporate after 10^92 years, and then all will be dark. But there is still hope that a new Universe will be born from it.

Check out the Crash Course Astronomy solar system poster here: http://store.dftba.com/products/crashcourse-astronomy-poster

If you want to learn more about the creation and death of the universe, watch Crash Course Big History here: https://youtube.com/playlist?list=PL8dPuuaLjXtMczXZUmjb3mZSU1Roxnrey

--
Chapters:
Introduction: The End of the Universe 00:00
Scientific Notation 1:34
The Five Ages of the Universe 2:20
The Primordial Era 2:52
The Stelliferous Era (You Are Here!) 3:05
The Degenerate Era 4:48
The Black Hole Era 7:42
The Dark Era 9:39
The Big Rip 10:20
Other Possibilities: Multiverses & The Cosmic Reboot 11:52
Review 14:10
--

PBS Digital Studios: http://youtube.com/pbsdigitalstudios

Follow Phil on Twitter: https://twitter.com/badastronomer

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Tumblr - http://thecrashcourse.tumblr.com 
Support CrashCourse on Patreon: http://www.patreon.com/crashcourse

--

Hawking Radiation Mechanism resources:
https://en.wikipedia.org/wiki/Hawking_radiation
http://math.ucr.edu/home/baez/physics/Relativity/BlackHoles/hawking.html
http://casa.colorado.edu/~ajsh/hawk.html
http://physics.stackexchange.com/questions/154647/how-does-the-hawking-radiation-mechanism-cause-a-black-hole-to-lose-its-mass


PHOTOS/VIDEOS
Hubble ACS SWEEPS Field http://hubblesite.org/gallery/album/star/star_field/pr2011016b/ [credit: NASA, ESA, W. Clarkson (Indiana University and UCLA), and K. Sahu (STScI)]
Flare http://www.nasa.gov/sites/default/files/thumbnails/image/dg_cvn_flare_final_4k_0.jpg [credit: NASA's Goddard Space Flight Center/S. Wiessinger]
Hubble Views Stellar Genesis in the Southern Pinwheel http://hubblesite.org/newscenter/archive/releases/2014/04/image/a/ [credit: NASA, ESA, and the Hubble Heritage Team (STScI/AURA)]
White Dwarf http://www.nasa.gov/multimedia/imagegallery/image_feature_468.html [credit: NASA, ESA, H. Bond (STScI) and M. Barstow (University of Leicester)]
Neutron Star Illustrated https://commons.wikimedia.org/wiki/File:Neutron_star_illustrated.jpg [credit: NASA, Casey Reed - Penn State University]
Black Holes: Monsters in Space http://www.nasa.gov/mission_pages/nustar/multimedia/pia16695.html [credit: NASA/JPL-Caltech]
Binary Neutron Star Video https://nasaviz.gsfc.nasa.gov/vis/a030000/a030500/a030569/slide_04-B3_CWDB_inspiral.mp4 [credit: NASA]
Giant Elliptical Galaxy NGC 1316 in Fornax Cluster https://www.eso.org/public/images/eso0024a/ [credit: ESO]
Proton Aurora http://svs.gsfc.nasa.gov/cgi-bin/details.cgi?aid=20099 [credit: NASA/Goddard Space Flight Center Conceptual Image Lab]
A Race Round a Black Hole http://www.nasa.gov/centers/goddard/universe/blackhole_race.html [credit: NASA/Dana Berry, SkyWorks Digital]
The Big Bang http://svs.gsfc.nasa.gov/cgi-bin/details.cgi?aid=10128 [credit: NASA]
Hubble Ultra Deep Field 2014 http://hubblesite.org/newscenter/archive/releases/2014/27/image/a/ [credit: NASA, ESA, H. Teplitz and M. Rafelski (IPAC/Caltech), A. Koekemoer (STScI), R. Windhorst (Arizona State University), and Z. Levay (STScI)]
Galaxy http://apod.nasa.gov/apod/ap150614.html [credit: Subaru Telescope (NAOJ), Hubble Space Telescope, Robert Gendler]
One star, many stars (M13) http://www.deepskycolors.com/archive/2011/05/04/one-star-many-stars-M13.html [credit: Rogelio Bernal Andreo]
Earth https://www.nasa.gov/content/goddard/earth-from-space-15-amazing-things-in-15-years [credit: NASA's Earth Observatory]
Explosion video [credit: Shutterstock / Richard Finch]","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'Astronomy', 'science', 'education', 'phil plait']",2016-01-15 01:34:14+00:00,2273504,39377,3832,915,hd,True,2016-01-15,Friday,9
11,11,t_uMce7lK94,CrashCourse,Anita Hill and Clarence Thomas: Crash Course Black American History #46,"Today, Clint will teach you about the Supreme Court confirmation hearing of Clarence Thomas. During the screening process, Anita Hill came forward alleging that Thomas had sexually harassed her when the two of them worked together at the Department of Education. The public response to Hill's allegations was tense and split the Black American community along gendered lines. Thomas's nomination was ultimately confirmed by a margin of 52-48, and he became the second Black American appointed to the U.S. Supreme Court. 

Clint's book, How the Word is Passed is available now! https://bookshop.org/books/how-the-word-is-passed-a-reckoning-with-the-history-of-slavery-across-america/9780316492935 

Sources: 
Harris, Duchess. Black Feminist Politics from Kennedy to Trump. New York: Palgrave Macmillan, 2018.
Harris-Perry, Melissa V. Sister Citizen: Shame, Stereotypes, and Black Women in America. New Haven: Yale University Press, 2011.
 https://www.npr.org/2021/09/28/1040911313/anita-hill-belonging-sexual-harassment-conversation
 https://www.history.com/news/anita-hill-confirmation-hearings-impact
https://www.npr.org/2018/09/23/650138049/a-timeline-of-clarence-thomas-anita-hill-controversy-as-kavanaugh-to-face-accuse

***
Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:
Katie, Hilary Sturges, Austin Zielman, Tori Thomas, Justin Snyder, daniel blankstein, Hasan Jamal, DL Singfield, Amelia Ryczek, Ken Davidian, Stephen Akuffo, Toni Miles, Steve Segreto, Michael M. Varughese, Kyle & Katherine Callahan, Laurel Stevens, Michael Wang, Stacey Gillespie (Stacey J), Burt Humburg, Allyson Martin, Aziz Y, Shanta, DAVID MORTON HUDSON, Perry Joyce, Scott Harrison, Mark & Susan Billian, Junrong Eric Zhu, Alan Bridgeman, Rachel Creager, Breanna Bosso, Matt Curls, Tim Kwist, Jonathan Zbikowski, Jennifer Killen, Sarah & Nathan Catchings, team dorsey, Trevin Beattie, Divonne Holmes Ã  Court, Eric Koslow, Jennifer Dineen, Indika Siriwardena, Jason Rostoker, Shawn Arnold, SiobhÃ¡n, Ken Penttinen, Nathan Taylor, Les Aker, William McGraw, ClareG, Rizwan Kassim, Constance Urist, Alex Hackman, Jirat, Pineapples of Solidarity, Katie Dean, NileMatotle, Wai Jack Sin, Ian Dundore, Justin, Mark, Caleb Weeks
__

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['vlogbrothers', 'Crash Course', 'crashcourse', 'education']",2022-09-06 23:15:00+00:00,83526,3285,130,732,hd,True,2022-09-06,Tuesday,4
12,12,VmqZvlj07-w,CrashCourse,Hurricane Katrina: Crash Course Black American History #49,"In this episode, Clint Smith details his experience as a teenager in New Orleans when Hurricane Katrina made landfall in 2005. The widespread devastation of Hurricane Katrina was a result of faulty levees and a fumbled response by FEMA, and it hit Black residents the hardest. Today, we'll take a closer look at the structural racism that made this disaster so catastrophic.

Clint's book, How the Word is Passed is available now! https://bookshop.org/books/how-the-word-is-passed-a-reckoning-with-the-history-of-slavery-across-america/9780316492935 

VIDEO SOURCES
Modern Racism and Modern Discrimination: The Effects of Race, Racial Attitudes, and Context on Simulated Hiring Decisions - John B. McConahay
https://www.nationalgeographic.org/encyclopedia/levee/
https://www.newyorker.com/books/under-review/why-hurricane-katrina-was-not-a-natural-disaster
https://neworleanshistorical.org/items/show/288
Jed Horne, Breach of Faith: Hurricane Katrina and the Near Death of a Great American City (New York: Random House, 2006).
Dâ€™Ann R. Penner and Keith C. Ferdinand, Overcoming Katrina: African American Voices from the Crescent City and Beyond (London, U.K.: Palgrave Macmillan, 2009).
Jeremy Levitt and Matthew Whitaker, Hurricane Katrina: America's Unnatural Disaster (Lincoln, N.E.: University of Nebraska Press, 2009).
https://www.ncbi.nlm.nih.gov/books/NBK54237/

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:
Katie, Hilary Sturges, Austin Zielman, Tori Thomas, Justin Snyder, DL Singfield, Amelia Ryczek, Ken Davidian, Stephen Akuffo, Toni Miles, Steve Segreto, Kyle & Katherine Callahan, Laurel Stevens, Stacey Gillespie (Stacey J), Burt Humburg, Allyson Martin, Aziz Y, DAVID MORTON HUDSON, Perry Joyce, Scott Harrison, Mark & Susan Billian, Alan Bridgeman, Rachel Creager, Breanna Bosso, Matt Curls, Jonathan Zbikowski, Jennifer Killen, Sarah & Nathan Catchings, team dorsey, Trevin Beattie, Eric Koslow, Jennifer Dineen, Indika Siriwardena, Jason Rostoker, Shawn Arnold, SiobhÃ¡n, Ken Penttinen, Nathan Taylor, Les Aker, William McGraw, ClareG, Rizwan Kassim, Constance Urist, Alex Hackman, Jirat, pineapples of solidarity, Katie Dean, Wai Jack Sin, Ian Dundore, Justin, Mark, Caleb Weeks
__

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['vlogbrothers', 'Crash Course', 'crashcourse', 'education']",2022-10-19 21:07:32+00:00,164873,5606,244,904,hd,True,2022-10-19,Wednesday,4
13,13,Fi30zjQhtWY,CrashCourse,Exploring the Universe: Crash Course Big History #2,"In which John Green, Hank Green, and Emily Graslie teach you about what happened in the Universe after the big bang. They'll teach you about cosmic background radiation, how a bunch of hydrogen and helium turned into stars, formed galaxies, created heavy elements, and eventually created planets. 

For more information, visit http://www.bighistoryproject.com

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['big bang', 'universe', 'stars', 'nebulas', 'elements', 'history', 'Big History', 'Crash Course', 'Documentary', 'physics', 'astronomy', 'cosmology', 'space', 'planets', 'moon', 'vlogbrothers', 'john green', 'hank green', 'emily graslie']",2014-09-24 22:05:30+00:00,1589096,22823,2341,877,hd,True,2014-09-24,Wednesday,19
14,14,rcKilE9CdaA,CrashCourse,The Electron: Crash Course Chemistry #5,"Hank brings us the story of the electron and describes how reality is a kind of music, discussing electron shells and orbitals, electron configurations, ionization and electron affinities, and how all these things can be understood via the periodic table. 

Watch this video in Spanish on our Crash Course en EspaÃ±ol channel! https://youtu.be/N5apS0tE67c

Pssst... we made flashcards to help you review the content in this episode! Find them on the free Crash Course App! 
Download it here for Apple Devices: https://apple.co/3d4eyZo
Download it here for Android Devices: https://bit.ly/2SrDulJ

Table of Contents
Snobby Scientists 00:43
Great Dane/Bohr Model 01:57
Electrons as Music 04:13
Electron Shells and Orbitals 04:44
Electron Configurations 05:54
Ionization and Electron Affinities 08:17
Periodic Table 10:18 

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['crash course', 'electron', 'chemistry', 'hank green', 'john newlands', 'analogy', 'music', 'atom', 'element', 'niels bohr', 'physics', 'history', 'matter', 'energy', 'quanta', 'wave-particle duality', 'harmonic', 'octet rule', 'electron configuration', 'ionization energy', 'electron affinity', 'periodic table', 'electron field', 'orbital', 'vlogbrothers']",2013-03-12 15:26:57+00:00,3691218,44744,3253,768,hd,True,2013-03-12,Tuesday,25
15,15,kq1HUTLtNW4,CrashCourse,The Deep Future: Crash Course Big History #10,"Finally, after what seems like eons and eons, the end is nigh. We're talking not only about the end of Crash Course Big History but also the end of everything. The end of humanity and the end of the universe. John and Hank Green will teach you about what the future holds for humanity and the universe. Spoiler alert: in the long, long, long, long, long, long term, it doesn't look good. In the short term though, it's not too bad. But don't lose hope, there is an upside. You'll have to watch the video to find out.

Learn more about Big History here: http://www.bighistoryproject.com

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['Big History', 'history', 'universe', 'multiverse', 'physics', 'future', 'the future', 'futurism', 'prediction', 'crash course', 'crashcourse', 'john green', 'hank green', 'vlogbrothers', 'asteroid', 'metorite', 'evolution', 'big bang', 'humanity', 'projections', 'trillion', 'billion', 'extinction', 'solar system', 'sun', 'interstellar', 'colonization', 'galaxy', 'galactic', 'space exploration']",2015-01-09 20:42:30+00:00,1287873,24173,2644,811,hd,True,2015-01-09,Friday,30
16,16,iQeDvnapdlg,CrashCourse,"The Holocaust,Genocides, and Mass Murder of WWII: Crash Course European History #40","During World War II, Nazi Germany undertook the imprisonment and summary execution of many of its own citizens, and citizens of the nations they occupied. One of the groups that came under assault was the European Jewish population. More than six million Jewish people were killed in a systematized genocide. Five million more people died in the same time frame as a result of Nazi persecution. In addition to the Jews, Roma people, homosexuals, political dissidents, Polish people, Slavic people, black people, and many other perceived enemies were imprisoned and killed by the regime.

Sources
-Bergen, Doris. War and Genocide: A Concise History of the Holocaust. Lanham, MD: Rowman and Littlefield, 2016. 
-Browning, Christopher. Ordinary Men: Reserve Battalion 101 and the Final Solution in Poland. New York: Harper, 2017.
-Gross, Jan. Neighbors: The Destruction of the Jewish Community in Jedwabne, Poland. Princeton: Princeton University Press, 2001.
-Hanebrink, Paul.  A Specter Haunting Europe: The Myth of Judeobolshevism.  Cambridge: Harvard University Press, 2018.
-Mazower, Mark. Hitlerâ€™s Empire: How the Nazis Ruled Europe. New York: Penguin, 2008.
-Naimark, Norman m. Genocide: A World History. New York: Oxford University Press, 2017.
-Smith, Bonnie G. Europe in the Contemporary World, 1900 to the Present, 2nd ed. London: Bloomsbury, 2020. 

In other news, we've partnered with Arizona State University for a new bunch of video series! Check out Study Hall: https://www.youtube.com/playlist?list=PLNrrxHpJhC8mNXjrAL3Ey1Q6iI35cymzl

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:

Eric Prestemon, Sam Buck, Mark Brouwer, William McGraw, Siobhan Sabino, Jason Saslow, Jennifer Killen, Jon & Jennifer Smith, DAVID NOE, Jonathan Zbikowski, Shawn Arnold, Trevin Beattie, Matthew Curls, Rachel Bright, Khaled El Shalakany, Ian Dundore, Kenneth F Penttinen, Eric Koslow, TimothyJ Kwist, Indika Siriwardena, Caleb Weeks, HAIXIANGN/A LIU, Nathan Taylor, Andrei Krishkevich, Sam Ferguson, Brian Thomas Gossett, SR Foxley, Tom Trval, Justin Zingsheim, Brandon Westmoreland, dorsey, Jessica Wode, Nathan Catchings, Yasenia Cruz, Jirat
--

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Tumblr - http://thecrashcourse.tumblr.com 
Support Crash Course on Patreon: http://patreon.com/crashcourse

CC Kids: http://www.youtube.com/crashcoursekids","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'holocaust', 'Shoah', 'genocide', 'muder', 'mass murder', 'Jewish', 'concentration camps', 'Auschwitz', 'Treblinka', 'Dachau', 'Bergen-Belsen', 'pogrom', 'cremation', 'gas chamber', 'zyklon b']",2020-04-10 14:44:46+00:00,1224358,24295,0,819,hd,True,2020-04-10,Friday,21
17,17,cn0WZ8-0Z1Y,CrashCourse,Was Gatsby Great? The Great Gatsby Part 2: Crash Course English Literature #5,"SPOILER ALERT: This video assumes you've read the book.

In which John Green continues to explore F. Scott Fitzgerald's novel, The Great Gatsby. In this installment, John looks into the titular Gatsby's purported Greatness. Gatsby's single-minded pursuit of Daisy, his checkered past, and his checkered present all play a role in determining whether he was, in fact, great. Here's a hint: you don't have to be good to be great. It turns out greatness doesn't have much to do with whether you're a good person.  Along the way, John explores the relentless forward march of time, the use of poetic language, and the ironic titling of novels.

Consider supporting local bookstores by purchasing your books through our Bookshop affiliate link https://bookshop.org/shop/complexly or at your local bookseller. 

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['great gatsby', 'f. scott fitzgerald', 'pale gold', 'daisy buchanan', 'nick carraway', 'John Green', 'yellow car', 'romeo and juliet', 'crash course', 'literature', 'novel', 'book', 'books', 'story', 'AP test', 'character', 'exam', 'AP Lit', 'lit', 'Reading', 'Great', 'Crash', 'Library', 'Accident', 'vlogbrothers']",2012-12-20 22:40:16+00:00,2038698,33450,2902,530,hd,True,2012-12-20,Thursday,25
18,18,vCGtkDzELAI,CrashCourse,Determinism vs Free Will: Crash Course Philosophy #24,"Do we really have free will? Today Hank explores possible answers to that question, explaining theories like libertarian free will and its counterpoint, hard determinism.

--

Images via ThinkStock

Produced in collaboration with PBS Digital Studios: http://youtube.com/pbsdigitalstudios

Crash Course Philosophy is sponsored by Squarespace.
http://www.squarespace.com/crashcourse

--

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashC...
Twitter - http://www.twitter.com/TheCrashCourse
Tumblr - http://thecrashcourse.tumblr.com 
Support CrashCourse on Patreon: http://www.patreon.com/crashcourse

CC Kids: http://www.youtube.com/crashcoursekids","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'humanities', 'philosophy', 'edu', 'free will', 'determinism']",2016-08-15 20:00:07+00:00,3359889,76920,8707,626,hd,True,2016-08-15,Monday,11
19,19,YaDvRdLMkHs,CrashCourse,Existentialism: Crash Course Philosophy #16,"Now that weâ€™ve left behind the philosophy of religion, itâ€™s time to start exploring what other ways might exist to find meaning in the world. Today we explore essentialism and its response: existentialism. Weâ€™ll also learn about Jean-Paul Sartre and his ideas about how to find meaning in a meaningless world.

--

Taylor Swift drawing by Joezart: http://joezart.deviantart.com/art/Taylor-Swift-569846131 Graduate and proud parents by Christopher Brown: https://www.flickr.com/photos/xopherbrown/5621125839 
All other images and video either public domain or via VideoBlocks, Unsplash, or Wikimedia Commons, licensed under Creative Commons BY 4.0: https://creativecommons.org/licenses/by/4.0/

--

Produced in collaboration with PBS Digital Studios: http://youtube.com/pbsdigitalstudios

Crash Course Philosophy is sponsored by Squarespace.
http://www.squarespace.com/crashcourse

--

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashC...
Twitter - http://www.twitter.com/TheCrashCourse
Tumblr - http://thecrashcourse.tumblr.com 
Support CrashCourse on Patreon: http://www.patreon.com/crashcourse

CC Kids: http://www.youtube.com/crashcoursekids","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'humanities', 'philosophy', 'existentialism', 'edu', 'learning', 'jean-paul sartre', 'sartre', 'essentialism', 'the absurd']",2016-06-06 21:00:01+00:00,6942227,180908,6697,534,hd,True,2016-06-06,Monday,15
20,20,8bIys6JoEDw,CrashCourse,Kant & Categorical Imperatives: Crash Course Philosophy #35,"Our next stop on our tour of ethics is Kantâ€™s ethics. Today Hank explains hypothetical and categorical imperatives, the universalizability principle, autonomy, and what it means to treat people as ends-in-themselves, rather than as mere means.

--

All other images and video either public domain or via VideoBlocks, or Wikimedia Commons, licensed under Creative Commons BY 4.0: https://creativecommons.org/licenses/by/4.0/

--

Produced in collaboration with PBS Digital Studios: http://youtube.com/pbsdigitalstudios

Crash Course Philosophy is sponsored by Squarespace.
http://www.squarespace.com/crashcourse

--
Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashC...
Twitter - http://www.twitter.com/TheCrashCourse
Tumblr - http://thecrashcourse.tumblr.com 
Support CrashCourse on Patreon: http://www.patreon.com/crashcourse

CC Kids: http://www.youtube.com/crashcoursekids","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'humanities', 'philosophy', 'edu', 'ethics', 'metaethics', 'kant', 'categorical imperative']",2016-11-14 23:34:23+00:00,4053089,62929,1678,627,hd,True,2016-11-14,Monday,13
21,21,x2y_SLOvOvw,CrashCourse,Procrastination: Crash Course Study Skills #6,"Youâ€™re on YouTube right now, but you should probably be studying or writing that research paper. But as long as youâ€™re here, weâ€™re going to help you figure out how to get the better of your desire to procrastinate in the future. Just donâ€™t forget about us when you fully master your procrastination, OK?

Crash Course is made with Adobe Creative Cloud. Get a free trial here: https://www.adobe.com/creativecloud/catalog/desktop.html

Resources:

An in-depth discussion on the Procrastination Equation: https://www.youtube.com/watch?v=V0neHmyws3I
The Pomodoro Technique: https://en.wikipedia.org/wiki/Pomodoro_Technique
Habitica: https://habitica.com
High-density vs. low-density fun: https://www.youtube.com/watch?v=Efr9II6mS3I
Cold Turkey app: https://getcoldturkey.com/

***

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Thanks to the following Patrons for their generous monthly contributions that help keep Crash Course free for everyone forever:

Mark, Truman Way, Thomas Frank, Indika Siriwardena, D.A. Noe, Cami Wilson, Khaled El Shalakany, Shawn Arnold, Tom Trval, mark austin, Ruth Perez, Malcolm Callis, Kathrin JanÃŸen, Ken Penttinen, Advait Shinde, Bob Kunz, Nathan Taylor, Eric Prestemon, Les Aker, William McGraw, Andrei Krishkevich, Rachel Bright, Mayumi Maeda, Kathy & Tim Philip, Jessica Wode, Brian Thomas Gossett, Caleb Weeks, Jirat, Tim Curwick, Eric Kitchen, Daniel Baulig, Moritz Schmidt, Ian Dundore, Chris Peters, SR Foxley, Jason A Saslow
--

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Tumblr - http://thecrashcourse.tumblr.com 
Support Crash Course on Patreon: http://patreon.com/crashcourse

CC Kids: http://www.youtube.com/crashcoursekids","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'education', 'studying', 'learning', 'study tips', 'procrastination', 'motivation', 'gamification']",2017-09-12 21:00:01+00:00,909241,19385,696,627,hd,True,2017-09-12,Tuesday,12
